sorted_gene_pair,A1,A2,A1_entrez,A2_entrez,SL,min_sequence_identity,closest,WGD,family_size,cds_length_ratio,shared_domains,has_pombe_ortholog,has_essential_pombe_ortholog,has_cerevisiae_ortholog,has_essential_cerevisiae_ortholog,conservation_score,mean_age,either_in_complex,mean_complex_essentiality,colocalisation,interact,n_total_ppi,fet_ppi_overlap,shared_ppi_mean_essentiality,gtex_spearman_corr,gtex_min_mean_expr,gtex_max_mean_expr
CLINT1_EPN2,CLINT1,EPN2,9685,22905,False,0.237947,False,False,5,0.996894,1.0,True,True,True,False,8,1139.0,False,0.0,0.5,False,147,9.522682,0.14987,0.272076,17.780145,42.427577
CLINT1_EPN3,CLINT1,EPN3,9685,55040,False,0.231726,False,False,5,0.982919,0.5,True,True,True,False,8,794.1,False,0.0,1.0,False,143,4.083646,0.026658,0.264737,7.324213,42.427577
CLIP1_CLIP2,CLIP1,CLIP2,6249,7461,False,0.325452,True,True,4,0.727589,0.5,True,False,True,False,7,842.0,True,0.163199,0.0,False,43,3.880999,0.546164,0.003315,26.118196,39.36952
CLMP_ESAM,CLMP,ESAM,79827,90952,False,0.258974,False,False,8,0.956522,0.333333,False,False,False,False,4,389.55,False,0.0,0.0,False,14,0.0,0.0,0.442723,27.197763,88.532011
CLOCK_NPAS2,CLOCK,NPAS2,9575,4862,False,0.492908,True,True,4,0.974026,1.0,False,False,False,False,5,454.6,True,0.014304,0.5,True,84,21.674375,0.145998,0.304008,8.028983,18.246399
CLSTN1_CLSTN3,CLSTN1,CLSTN3,22883,9746,False,0.493374,False,True,3,0.986762,0.5,False,False,False,False,6,910.0,False,0.0,0.0,False,47,1.563168,0.009103,0.502149,30.925998,90.252761
CMTM3_PLP2,CMTM3,PLP2,123920,5355,False,0.21978,True,False,3,0.836066,1.0,False,False,False,False,4,276.0,False,0.0,0.0,False,114,6.757871,0.017945,0.448593,26.750477,204.648479
CNN2_CNN3,CNN2,CNN3,1265,1266,False,0.615152,True,True,6,0.996979,1.0,False,False,True,False,7,625.8,True,0.192458,0.666667,True,56,18.403661,0.041612,0.414541,102.305996,165.874242
CNN2_TAGLN,CNN2,TAGLN,1265,6876,False,0.230303,False,True,6,0.610272,1.0,True,False,True,False,7,682.3,False,0.0,0.2,False,94,0.941005,1.0,0.496036,102.305996,1274.865
CNN2_TAGLN2,CNN2,TAGLN2,1265,8407,False,0.257576,False,True,6,0.667674,1.0,True,False,True,False,7,648.3,False,0.0,0.666667,False,176,15.274338,0.251625,0.800323,102.305996,320.715438
CNN3_TAGLN,CNN3,TAGLN,1266,6876,False,0.261398,False,False,6,0.612121,1.0,True,False,True,False,7,853.5,True,0.192458,0.25,False,73,1.210556,0.9987,0.706737,165.874242,1274.865
CNN3_TAGLN2,CNN3,TAGLN2,1266,8407,False,0.261398,False,True,6,0.669697,1.0,True,False,True,False,7,819.5,True,0.192458,1.0,False,159,11.306526,0.2513,0.384731,165.874242,320.715438
CNNM2_CNNM3,CNNM2,CNNM3,54805,26505,False,0.371429,False,True,4,0.808219,0.5,False,False,True,False,8,2210.1,False,0.0,0.0,False,94,12.001242,0.024967,0.605665,3.098753,15.985995
CNNM2_CNNM4,CNNM2,CNNM4,54805,26504,False,0.570286,True,True,4,0.885845,1.0,True,False,True,False,7,4200.0,False,0.0,0.0,False,21,13.364522,0.215605,0.42062,3.098753,10.914477
CNOT6_CNOT6L,CNOT6,CNOT6L,57472,246175,False,0.78456,True,True,6,0.991119,1.0,True,False,True,False,8,1368.0,True,0.378878,1.0,True,44,56.271449,0.203641,0.664004,11.498904,11.837824
CNOT7_CNOT8,CNOT7,CNOT8,29883,9337,True,0.732877,True,True,2,0.976109,1.0,True,False,True,True,8,1628.0,True,0.369246,0.0,False,82,56.161358,0.154692,0.482402,14.829783,41.019617
COL15A1_COL18A1,COL15A1,COL18A1,1306,80781,False,0.279361,True,True,2,0.791453,0.6,False,False,False,False,6,560.75,True,0.063719,0.0,False,30,0.0,0.0,0.696597,44.318681,122.991643
COL28A1_COL6A1,COL28A1,COL6A1,340267,1291,False,0.239111,False,False,5,0.913854,0.666667,False,False,False,False,5,180.6,False,0.0,0.5,False,37,0.0,0.0,0.344891,6.372388,550.233266
COL28A1_COL6A2,COL28A1,COL6A2,340267,1292,False,0.241778,False,False,5,0.905861,0.666667,False,False,False,False,5,227.3,False,0.0,0.333333,False,31,0.0,0.0,0.261269,6.372388,590.705847
COL6A1_COL6A2,COL6A1,COL6A2,1291,1292,False,0.357004,True,False,5,0.991254,1.0,False,False,False,False,5,407.9,False,0.0,0.5,False,55,22.828474,0.114145,0.941592,550.233266,590.705847
COPZ1_COPZ2,COPZ1,COPZ2,22818,51226,False,0.619048,True,True,2,0.943128,1.0,True,True,True,True,8,136.75,False,0.0,0.0,False,51,2.559414,0.962289,0.314649,38.733582,59.027131
CPEB2_CPEB3,CPEB2,CPEB3,132864,22849,False,0.410058,False,True,4,0.675362,1.0,False,False,False,False,6,910.0,False,0.0,0.0,False,26,2.410192,0.953186,0.39969,5.558493,14.503594
CPEB2_CPEB4,CPEB2,CPEB4,132864,80315,False,0.424565,True,True,4,0.705314,1.0,False,False,False,False,6,910.0,False,0.0,0.0,False,30,2.043295,0.953186,0.175231,14.503594,14.709542
CPEB3_CPEB4,CPEB3,CPEB4,22849,80315,False,0.565158,False,True,4,0.957534,1.0,False,False,False,False,6,910.0,False,0.0,0.2,False,8,6.433652,0.479194,0.417768,5.558493,14.709542
CPNE1_CPNE2,CPNE1,CPNE2,8904,221184,False,0.563869,False,True,9,0.989071,1.0,False,False,False,False,6,902.05,False,0.0,0.25,False,82,4.21758,0.335501,0.45445,17.264588,92.842687
CPNE1_CPNE8,CPNE1,CPNE8,8904,144402,False,0.469858,False,False,9,0.961062,1.0,False,False,False,False,6,902.05,False,0.0,0.0,False,49,3.260849,0.001951,0.500503,7.746291,92.842687
CPNE2_CPNE3,CPNE2,CPNE3,221184,8895,False,0.618613,False,True,9,0.979964,1.0,False,False,False,False,6,1628.0,False,0.0,0.75,False,104,6.305623,0.43199,0.374329,17.264588,32.747841
CPNE2_CPNE8,CPNE2,CPNE8,221184,144402,False,0.491135,False,True,9,0.971681,1.0,False,False,False,False,5,1628.0,False,0.0,0.0,False,86,5.65602,0.333333,0.572881,7.746291,17.264588
CPNE3_CPNE8,CPNE3,CPNE8,8895,144402,False,0.496454,False,True,9,0.952212,1.0,False,False,False,False,6,1628.0,False,0.0,0.0,False,70,8.096157,0.420546,0.543139,7.746291,32.747841
CPT1A_CRAT,CPT1A,CRAT,1374,1384,False,0.25097,False,False,6,0.810078,0.5,False,False,True,False,7,910.0,False,0.0,0.0,False,89,0.0,0.0,0.319655,28.022327,48.54941
CPT1A_CROT,CPT1A,CROT,1374,54677,False,0.234153,False,False,6,0.828165,0.5,False,False,True,False,7,910.0,False,0.0,0.0,False,94,0.0,0.0,0.483528,10.503673,28.022327
CRAT_CROT,CRAT,CROT,1384,54677,False,0.301562,False,False,6,0.978159,1.0,False,False,True,False,7,910.0,False,0.0,0.0,False,16,2.448027,0.019506,0.226382,10.503673,48.54941
CREBBP_EP300,CREBBP,EP300,1387,2033,True,0.605651,True,True,5,0.988539,1.0,False,False,True,False,8,910.0,True,0.122116,0.5,True,827,197.070247,0.20038,0.929468,25.642156,27.639195
CRIP2_CSRP1,CRIP2,CSRP1,1397,1465,False,0.255319,False,False,6,0.685512,1.0,False,False,False,False,7,407.9,False,0.0,0.0,False,47,3.368881,0.004551,0.602147,100.032579,639.629855
CRIP2_CSRP2,CRIP2,CSRP2,1397,1466,False,0.234043,False,False,6,0.862191,1.0,False,False,False,False,7,454.6,False,0.0,0.0,False,42,1.612875,0.990897,0.654901,66.633629,100.032579
CRISPLD2_PI15,CRISPLD2,PI15,83716,51050,False,0.273642,False,True,11,0.52008,0.5,True,True,False,False,4,315.35,False,0.0,0.0,False,2,0.0,0.0,0.424943,4.204064,60.932869
CRTAP_P3H4,CRTAP,P3H4,10491,10609,False,0.491991,True,True,5,0.917808,0.0,False,False,False,False,5,625.8,False,0.0,0.0,False,83,2.549852,0.03446,0.548164,12.964832,84.998974
CRTC1_CRTC2,CRTC1,CRTC2,23373,200186,False,0.341991,True,True,3,0.93804,1.0,False,False,False,False,4,509.05,False,0.0,0.25,False,49,15.687613,0.199703,0.243731,16.816474,51.95728
CRTC1_CRTC3,CRTC1,CRTC3,23373,64784,False,0.326154,False,True,3,0.952381,1.0,False,False,False,False,4,509.05,False,0.0,0.5,False,42,8.331198,0.25,0.378481,16.816474,22.933064
CRY1_CRY2,CRY1,CRY2,1407,1408,False,0.677524,True,True,2,0.954472,1.0,False,False,True,False,8,1628.0,True,0.401604,0.0,True,253,104.115737,0.530985,0.538756,17.570604,49.503193
CRYBB3_CRYGS,CRYBB3,CRYGS,1417,1427,False,0.303318,False,True,12,0.84434,1.0,False,False,False,False,4,389.55,False,0.0,0.0,False,9,0.0,0.0,0.382489,0.657454,7.118544
CSF1R_FGFR1,CSF1R,FGFR1,1436,2260,False,0.227366,False,False,13,0.877698,0.5,False,False,False,False,7,682.3,True,0.008453,0.0,False,195,10.227672,0.151658,0.231081,23.213519,61.66133
CSF1R_FLT1,CSF1R,FLT1,1436,2321,False,0.210762,False,True,13,0.726662,0.75,False,False,False,False,6,648.3,False,0.0,0.333333,False,36,6.104166,0.020373,0.213855,15.552987,23.213519
CSF1R_KDR,CSF1R,KDR,1436,3791,False,0.210177,False,True,13,0.717023,0.75,False,False,False,False,6,648.3,True,0.040113,0.5,False,86,9.520257,0.152362,0.394307,20.942396,23.213519
CSF1R_KIT,CSF1R,KIT,1436,3815,False,0.396516,True,True,13,0.995906,0.666667,False,False,False,False,6,454.6,True,0.000975,0.5,True,67,19.539346,0.117685,0.260796,14.535719,23.213519
CSF1R_PDGFRB,CSF1R,PDGFRB,1436,5159,False,0.313743,False,False,13,0.878952,0.75,False,False,False,False,6,454.6,True,0.002601,0.333333,False,115,10.408682,0.261007,0.336585,23.213519,111.460453
CSGALNACT1_CSGALNACT2,CSGALNACT1,CSGALNACT2,55790,55454,False,0.599631,True,True,4,0.981584,1.0,False,False,False,False,5,842.0,False,0.0,0.0,True,88,4.69834,0.006935,0.385796,12.438161,27.757111
CSK_TEC,CSK,TEC,1445,7006,False,0.266244,False,False,11,0.713608,0.6,False,False,False,False,6,853.5,False,0.0,0.0,False,89,2.51993,0.417425,0.590237,3.016106,39.772565
CSNK2A2_CSNK2A3,CSNK2A2,CSNK2A3,1459,283106,False,0.7289,False,False,3,0.895408,1.0,True,True,True,False,8,1628.0,True,0.992198,0.0,False,251,0.0,0.0,0.448819,0.324442,27.456351
CSRNP1_CSRNP2,CSRNP1,CSRNP2,64651,81566,False,0.278438,False,True,3,0.922034,1.0,False,False,False,False,6,97.4,False,0.0,0.0,False,10,9.943549,0.402687,0.24384,18.284349,70.708774
CSRP1_CSRP2,CSRP1,CSRP2,1465,1466,False,0.792746,True,True,6,0.795082,1.0,False,False,False,False,7,407.9,False,0.0,0.0,False,50,7.233161,0.003468,0.731371,66.633629,639.629855
CSTF2_CSTF2T,CSTF2,CSTF2T,1478,23283,False,0.698052,True,False,2,0.969206,1.0,True,True,True,True,8,1368.0,True,0.854708,0.333333,True,139,50.806538,0.43468,0.557705,10.368657,16.367597
CTBP1_CTBP2,CTBP1,CTBP2,1487,1488,True,0.349239,True,True,3,0.447262,1.0,False,False,True,False,8,910.0,True,0.264251,0.0,True,405,84.529022,0.142565,0.618916,19.010364,32.899577
CTBP1_PHGDH,CTBP1,PHGDH,1487,26227,False,0.228893,False,False,3,0.825843,1.0,True,False,True,False,9,2555.0,True,0.288162,0.333333,False,353,11.305401,0.207412,0.215932,25.835249,32.899577
CTCF_ZFP64,CTCF,ZFP64,10664,55734,False,0.203576,False,False,4,0.936813,0.5,False,False,False,False,5,454.6,True,0.362112,1.0,False,196,3.588529,0.003251,0.793557,3.874171,29.197075
CTDSP1_CTDSPL,CTDSP1,CTDSPL,58190,10217,False,0.648551,True,True,3,0.948255,1.0,True,False,True,False,8,1628.0,False,0.0,0.5,True,127,4.199523,0.052991,0.602483,26.110354,91.104468
CTDSP2_CTDSPL,CTDSP2,CTDSPL,10106,10217,False,0.615942,False,True,3,0.981949,1.0,True,False,True,False,7,1628.0,False,0.0,0.333333,False,121,4.452278,0.052991,0.761048,26.110354,126.631301
CTNNA1_CTNNAL1,CTNNA1,CTNNAL1,1495,8727,False,0.207506,False,False,5,0.810364,1.0,False,False,False,False,6,910.0,True,0.047464,0.0,False,122,3.574617,0.002601,0.663239,40.654085,123.042508
CTNNB1_JUP,CTNNB1,JUP,1499,3728,False,0.641485,True,True,2,0.951531,1.0,False,False,False,False,6,910.0,True,0.107073,0.333333,True,806,77.81313,0.351416,0.315593,110.363428,172.949177
CTNND1_PKP4,CTNND1,PKP4,1500,8502,False,0.27349,False,True,7,0.801489,1.0,False,False,False,False,6,853.5,True,0.035436,0.5,False,134,29.220163,0.205051,0.25361,33.082527,81.701222
CTPS1_CTPS2,CTPS1,CTPS2,1503,56474,True,0.741117,True,True,2,0.991554,1.0,True,True,True,False,8,4200.0,False,0.0,0.333333,True,124,10.911057,0.194687,0.495163,8.097299,16.2125
CTSB_CTSC,CTSB,CTSC,1508,1075,False,0.200864,False,False,6,0.732759,0.333333,False,False,False,False,7,876.0,False,0.0,0.5,False,94,1.1232,0.0,0.66998,20.449821,257.836235
CTSB_CTSO,CTSB,CTSO,1508,1519,False,0.20649,False,False,6,0.947059,0.5,False,False,False,False,7,910.0,False,0.0,0.0,False,81,0.0,0.0,0.546366,26.221264,257.836235
CTSB_CTSZ,CTSB,CTSZ,1508,1522,False,0.20649,False,False,6,0.894118,0.5,False,False,False,False,7,682.3,False,0.0,0.5,False,101,0.993068,0.0,0.701098,205.030246,257.836235
CTSF_CTSH,CTSF,CTSH,8722,1512,False,0.225207,False,False,7,0.692784,1.0,False,False,False,False,7,1212.5,False,0.0,0.5,False,28,0.0,0.0,0.086686,47.200388,99.08415
CTSF_CTSL,CTSF,CTSL,8722,1514,False,0.237603,False,False,7,0.68866,1.0,False,False,False,False,7,1628.0,False,0.0,0.25,False,36,0.0,0.0,0.417616,99.08415,100.522745
CTSH_CTSL,CTSH,CTSL,1512,1514,False,0.385075,False,False,7,0.994048,1.0,False,False,False,False,7,1212.5,False,0.0,0.25,True,40,3.627656,0.012354,0.203666,47.200388,100.522745
CTSO_CTSZ,CTSO,CTSZ,1519,1522,False,0.221184,False,False,6,0.944099,1.0,False,False,False,False,5,454.6,False,0.0,0.0,False,31,0.0,0.0,0.655816,26.221264,205.030246
CTTN_HCLS1,CTTN,HCLS1,2017,3059,False,0.347003,True,False,3,0.766929,0.666667,False,False,False,False,6,509.05,True,0.104161,0.5,False,168,10.422867,0.157185,0.215143,47.326451,146.118793
CUL1_CUL3,CUL1,CUL3,8454,8452,False,0.301546,False,False,6,0.989704,1.0,True,True,True,True,8,1628.0,True,0.430801,0.0,True,1577,296.200646,0.527226,0.754233,18.42861,55.910687
CUL1_CUL4A,CUL1,CUL4A,8454,8451,False,0.305412,False,False,6,0.978121,1.0,True,True,True,True,7,1498.0,True,0.62474,0.5,True,992,129.709204,0.432354,0.780434,29.163215,55.910687
CUL1_CUL4B,CUL1,CUL4B,8454,8450,False,0.250821,False,False,6,0.850109,1.0,True,True,True,True,8,1498.0,True,0.571335,0.5,False,1069,219.212469,0.483458,0.678134,25.153166,55.910687
CUL1_CUL5,CUL1,CUL5,8454,8065,False,0.296154,False,False,6,0.994878,1.0,True,True,True,True,7,1269.0,True,0.539169,0.0,True,948,246.780098,0.492101,0.744773,13.064275,55.910687
CUL2_CUL3,CUL2,CUL3,8453,8452,False,0.264323,False,False,6,0.994798,1.0,True,False,True,True,8,1212.5,True,0.280882,0.0,True,1406,249.75367,0.470214,0.798891,14.444779,18.42861
CUL2_CUL4B,CUL2,CUL4B,8453,8450,False,0.231106,False,False,6,0.83698,1.0,True,False,True,True,8,1082.5,True,0.591777,1.0,True,842,205.196112,0.489275,0.658249,14.444779,25.153166
CUL2_CUL5,CUL2,CUL5,8453,8065,False,0.261538,False,False,6,0.979513,1.0,False,False,True,True,7,853.5,True,0.489844,0.0,True,686,291.862879,0.459132,0.807515,13.064275,14.444779
CUL3_CUL4A,CUL3,CUL4A,8452,8451,False,0.386719,False,False,6,0.988296,1.0,True,False,True,True,8,1498.0,True,0.490191,0.0,True,1478,95.678124,0.474226,0.782603,18.42861,29.163215
CUL3_CUL4B,CUL3,CUL4B,8452,8450,False,0.318729,False,False,6,0.841357,1.0,True,False,True,True,8,1498.0,True,0.345165,0.0,True,1523,197.479139,0.465608,0.549441,18.42861,25.153166
CUL3_CUL5,CUL3,CUL5,8452,8065,False,0.241026,False,False,6,0.984635,1.0,True,False,True,True,8,1269.0,True,0.285391,0.0,True,1410,223.13473,0.483319,0.740355,13.064275,18.42861
CUL4A_CUL4B,CUL4A,CUL4B,8451,8450,True,0.680175,True,True,6,0.83151,1.0,True,False,True,True,8,1368.0,True,0.73509,1.0,True,779,225.70772,0.344989,0.504901,25.153166,29.163215
CUL7_CUL9,CUL7,CUL9,9820,23113,False,0.404847,True,False,2,0.708102,0.75,False,False,False,False,2,361.2,True,0.195026,0.0,True,854,16.166346,0.285199,0.708046,14.863177,19.500974
CYB561A3_CYBRD1,CYB561A3,CYBRD1,220002,79901,False,0.346154,True,True,3,0.919861,1.0,False,False,False,False,6,162.25,False,0.0,0.2,False,62,0.0,0.0,0.586626,11.140008,126.254472
CYB561_CYB561A3,CYB561,CYB561A3,1534,220002,True,0.361217,False,True,3,0.827586,1.0,False,False,False,False,7,250.3,False,0.0,0.0,False,77,12.154548,0.01932,0.308717,11.140008,24.454932
CYB561_CYBRD1,CYB561,CYBRD1,1534,79901,False,0.328671,False,True,3,0.899687,1.0,False,False,False,False,7,88.05,False,0.0,0.0,False,87,22.974958,0.102613,0.280688,24.454932,126.254472
CYB5A_CYB5B,CYB5A,CYB5B,1528,80777,True,0.42,True,True,2,0.89404,1.0,True,False,True,False,8,1628.0,False,0.0,0.25,False,186,11.736127,0.305355,0.440321,32.962545,56.209019
CYRIA_CYRIB,CYRIA,CYRIB,81553,51571,False,0.790123,True,True,2,0.996923,1.0,False,False,False,False,6,910.0,False,0.0,0.5,True,22,0.0,0.0,0.514728,14.642006,18.819639
CYTH1_CYTH3,CYTH1,CYTH3,9267,9265,False,0.839599,True,True,10,0.995012,1.0,False,False,True,True,7,910.0,True,0.089727,0.0,False,31,19.553766,0.021735,0.137637,31.323862,42.085982
CYTH2_CYTH3,CYTH2,CYTH3,9266,9265,False,0.796992,False,True,10,1.0,1.0,False,False,True,True,7,910.0,True,0.089727,0.25,False,41,23.199995,0.051004,0.600123,29.195471,31.323862
DAAM1_DAAM2,DAAM1,DAAM2,23002,23500,False,0.684601,True,True,9,0.999073,1.0,False,False,False,False,7,910.0,False,0.0,0.25,False,45,1.550014,0.024707,0.182207,18.0236,42.495121
DAAM1_DIAPH2,DAAM1,DIAPH2,23002,1730,False,0.268847,False,False,9,0.977355,0.75,True,False,False,False,7,910.0,False,0.0,0.0,False,35,3.9037,0.487646,0.564299,8.387685,18.0236
DAAM1_FMNL3,DAAM1,FMNL3,23002,91010,False,0.256957,False,False,9,0.952734,1.0,False,False,False,False,7,910.0,False,0.0,0.5,False,32,1.93469,0.977893,0.407332,12.098337,18.0236
DAAM2_DIAPH1,DAAM2,DIAPH1,23500,1729,False,0.228774,False,False,9,0.846819,0.6,True,True,False,False,7,910.0,True,0.110967,0.0,False,88,2.532392,0.015605,-0.165856,42.495121,48.411103
DAAM2_DIAPH2,DAAM2,DIAPH2,23500,1730,False,0.250681,False,False,9,0.976449,0.75,True,False,False,False,7,910.0,False,0.0,0.2,False,35,0.0,0.0,0.403902,8.387685,42.495121
DAAM2_FMNL3,DAAM2,FMNL3,23500,91010,False,0.251873,False,False,9,0.953618,1.0,False,False,False,False,7,910.0,False,0.0,0.4,False,31,0.0,0.0,0.370402,12.098337,42.495121
DAZAP1_HNRNPAB,DAZAP1,HNRNPAB,26528,3182,False,0.240786,False,False,7,0.816176,0.5,True,True,True,True,6,819.5,False,0.0,0.5,False,214,39.80359,0.446823,0.759715,70.804842,105.872969
DAZAP1_HNRNPD,DAZAP1,HNRNPD,26528,3184,False,0.223587,False,False,7,0.872549,0.5,True,True,True,True,6,648.3,True,0.164608,0.5,False,457,36.690123,0.476557,0.776643,70.804842,102.197278
DAZAP1_MSI2,DAZAP1,MSI2,26528,124540,False,0.297297,False,False,7,0.806373,1.0,True,True,True,True,7,1105.0,False,0.0,0.5,False,197,18.053465,0.467026,0.069553,16.789434,70.804842
DBN1_DBNL,DBN1,DBNL,1627,28988,False,0.204301,True,True,4,0.632184,0.5,True,False,False,False,6,911.3,False,0.0,0.0,False,310,10.988404,0.16745,0.322636,27.074256,50.318029
DBNL_HCLS1,DBNL,HCLS1,28988,3059,False,0.213992,False,False,4,0.903491,0.0,True,False,False,False,6,772.05,False,0.0,0.333333,False,92,9.078912,0.112267,0.570614,27.074256,47.326451
DBP_HLF,DBP,HLF,1628,3131,False,0.421538,False,True,3,0.907975,1.0,False,False,False,False,6,469.7,True,0.016905,0.0,True,14,0.0,0.0,0.60363,17.885346,19.039741
DBP_TEF,DBP,TEF,1628,7008,False,0.384615,False,True,3,0.932515,1.0,False,False,False,False,6,276.0,False,0.0,0.0,False,13,0.0,0.0,0.68643,19.039741,31.716329
DCAF8_WDTC1,DCAF8,WDTC1,50717,23038,False,0.206795,False,False,5,0.882006,1.0,False,False,False,False,7,543.05,False,0.0,0.0,False,90,23.035448,0.663091,0.649027,46.657877,71.765767
DCBLD1_DCBLD2,DCBLD1,DCBLD2,285761,131566,False,0.219355,True,True,4,0.906329,1.0,False,False,False,False,4,454.6,False,0.0,0.333333,False,28,2.080943,0.063719,0.550625,7.136995,15.678827
DCN_FMOD,DCN,FMOD,1634,2331,False,0.215426,False,False,11,0.954907,1.0,False,False,False,False,4,454.6,False,0.0,0.0,False,25,2.188918,0.013004,0.825917,112.423799,216.142716
DCN_OMD,DCN,OMD,1634,4958,False,0.2019,False,False,11,0.853081,0.5,False,False,False,False,5,276.0,False,0.0,0.0,False,24,0.0,0.0,0.781899,17.371889,216.142716
DCN_PRELP,DCN,PRELP,1634,5549,False,0.232984,False,False,11,0.939948,0.333333,False,False,False,False,4,389.55,False,0.0,0.0,False,32,1.854687,0.0,0.748739,200.540329,216.142716
DCUN1D2_DCUN1D3,DCUN1D2,DCUN1D3,55208,123879,False,0.325658,True,False,4,0.852459,0.5,True,False,True,False,8,1235.0,False,0.0,0.333333,False,22,35.162036,0.498759,0.154815,11.148683,13.595703
DCUN1D2_DCUN1D4,DCUN1D2,DCUN1D4,55208,23142,False,0.241071,False,False,4,0.771513,0.5,True,False,True,False,8,1235.0,False,0.0,0.0,False,22,28.343336,0.498194,0.337759,13.595703,17.699884
DCUN1D2_DCUN1D5,DCUN1D2,DCUN1D5,55208,84259,False,0.281853,False,False,4,0.915385,0.5,True,False,True,False,8,1235.0,False,0.0,0.0,False,44,26.837793,0.449155,0.336337,13.595703,20.462285
DCUN1D3_DCUN1D4,DCUN1D3,DCUN1D4,123879,23142,False,0.235119,False,False,4,0.905045,1.0,False,False,True,False,6,842.0,False,0.0,0.333333,False,25,30.364411,0.461508,0.620682,11.148683,17.699884
DCUN1D3_DCUN1D5,DCUN1D3,DCUN1D5,123879,84259,False,0.223684,False,False,4,0.780328,1.0,False,False,True,False,6,842.0,False,0.0,0.333333,False,48,25.097008,0.449155,0.556963,11.148683,20.462285
DCXR_DHRS4L2,DCXR,DHRS4L2,51181,317749,False,0.254098,False,False,10,0.990476,1.0,True,True,False,False,6,455.0,False,0.0,0.0,False,28,0.0,0.0,0.221688,13.692641,108.40925
DCXR_HSD17B10,DCXR,HSD17B10,51181,3028,False,0.206897,False,False,10,0.935115,0.5,True,True,False,False,6,910.0,True,0.389792,0.0,False,318,2.28969,0.002601,0.327577,83.606623,108.40925
DCXR_HSD17B14,DCXR,HSD17B14,51181,51171,False,0.237037,False,False,10,0.904059,1.0,True,True,False,False,7,458.05,False,0.0,0.0,False,51,0.0,0.0,0.307906,20.004429,108.40925
DCXR_HSD17B8,DCXR,HSD17B8,51181,7923,False,0.287356,False,False,10,0.935115,0.5,True,True,False,False,6,2555.0,False,0.0,0.0,False,40,0.0,0.0,0.285771,19.663098,108.40925
DDHD2_SEC23IP,DDHD2,SEC23IP,23259,11196,False,0.38,True,True,3,0.711289,1.0,True,False,True,False,7,842.0,True,0.232445,0.0,True,76,0.0,0.0,0.508108,12.394063,20.919567
DDR1_DDR2,DDR1,DDR2,780,4921,False,0.515778,True,True,9,0.930435,1.0,False,False,False,False,6,842.0,True,0.015605,0.0,False,27,12.082613,0.222107,-0.013458,31.297762,39.137049
DDX17_DDX42,DDX17,DDX42,10521,11325,False,0.240938,False,False,8,0.779553,1.0,True,True,True,True,8,994.6,True,0.740744,1.0,False,256,34.281927,0.406172,0.775327,66.825981,343.440825
DDX17_DDX46,DDX17,DDX46,10521,9879,False,0.218992,False,False,8,0.708616,1.0,True,True,True,True,8,1628.0,True,0.725375,1.0,False,268,34.74335,0.40117,0.7292,24.465736,343.440825
DDX17_DDX5,DDX17,DDX5,10521,1655,False,0.575923,True,True,8,0.840164,0.666667,True,True,True,True,8,1628.0,True,0.591277,0.0,True,389,197.410354,0.409303,0.840216,343.440825,343.840458
DDX17_DDX50,DDX17,DDX50,10521,79009,False,0.211669,False,False,8,0.99187,0.666667,True,True,True,True,8,1235.0,True,0.663799,0.0,False,258,41.972659,0.314509,0.710686,32.427591,343.440825
DDX23_DDX59,DDX23,DDX59,9416,83479,False,0.215854,True,False,2,0.755177,0.666667,True,True,True,True,8,1041.3,True,0.779296,0.333333,False,129,2.821658,0.497399,0.717333,8.883171,52.517989
DDX3X_DDX41,DDX3X,DDX41,1654,51428,False,0.23565,False,False,4,0.873297,1.0,True,True,True,True,9,1269.0,True,0.571732,0.333333,False,349,26.404068,0.204471,0.427272,44.151513,96.495372
DDX3Y_DDX41,DDX3Y,DDX41,8653,51428,False,0.234848,False,False,4,0.969743,1.0,True,True,True,True,9,1269.0,True,0.794644,0.333333,False,108,6.117808,0.213784,0.250209,30.128218,44.151513
DDX58_IFIH1,DDX58,IFIH1,23586,64135,False,0.289756,True,False,3,0.902534,0.6,False,False,True,False,6,842.0,True,0.002601,0.0,False,73,19.747209,0.166016,0.842951,8.015885,9.51222
DDX60_DDX60L,DDX60,DDX60L,55601,91351,False,0.654206,True,False,2,0.996497,1.0,True,False,True,True,5,220.2,False,0.0,0.333333,False,76,1.53063,0.002601,0.756572,5.113518,6.547758
DENND1A_DENND1B,DENND1A,DENND1B,57706,163486,True,0.369673,True,True,5,0.768317,1.0,False,False,False,False,7,797.0,False,0.0,0.25,False,83,3.736895,0.945384,0.207349,2.741947,7.19246
DENND2A_DENND2B,DENND2A,DENND2B,27147,6764,False,0.437995,True,True,4,0.887522,1.0,False,False,False,False,4,454.6,False,0.0,0.0,False,12,0.0,0.0,0.377334,12.330342,12.859778
DENND2A_DENND2D,DENND2A,DENND2D,27147,79961,False,0.219029,False,True,10,0.467327,1.0,False,False,False,False,4,407.9,False,0.0,0.0,False,29,0.0,0.0,-0.14005,8.484779,12.330342
DENND4B_DENND4C,DENND4B,DENND4C,9909,55667,False,0.347804,False,True,5,0.764165,1.0,True,False,False,False,6,910.0,False,0.0,0.25,False,78,0.0,0.0,0.3427,13.767422,37.992801
DENND5A_DENND5B,DENND5A,DENND5B,23258,160518,False,0.691367,True,True,2,0.983206,1.0,False,False,False,False,6,910.0,False,0.0,0.0,False,16,5.237906,0.477893,0.391972,4.835459,44.845589
